Site ID,query_count,Country,Region,missing_page_count,sae_count
Site 175,1.0,CHN,ASIA,0,75.0
Site 176,1.0,HKG,ASIA,0,0.0
Site 177,7.0,JPN,ASIA,0,58.0
Site 178,1.0,JPN,ASIA,0,0.0
Site 179,6.0,JPN,ASIA,0,13.0
Site 18,2.0,JPN,ASIA,0,21.0
Site 180,4.0,JPN,ASIA,0,29.0
Site 181,1.0,JPN,ASIA,0,0.0
Site 182,1.0,JPN,ASIA,0,3.0
Site 183,3.0,JPN,ASIA,0,7.0
Site 184,4.0,JPN,ASIA,0,39.0
Site 185,6.0,JPN,ASIA,0,54.0
Site 186,1.0,JPN,ASIA,0,0.0
Site 187,2.0,JPN,ASIA,0,1.0
Site 188,2.0,JPN,ASIA,0,37.0
Site 189,2.0,JPN,ASIA,0,47.0
Site 190,27.0,USA,AMERICA,0,235.0
Site 191,21.0,USA,AMERICA,0,70.0
Site 192,5.0,USA,AMERICA,0,12.0
Site 193,1.0,USA,AMERICA,0,15.0
Site 194,13.0,USA,AMERICA,0,83.0
Site 195,3.0,USA,AMERICA,0,14.0
Site 196,4.0,USA,AMERICA,0,76.0
Site 197,6.0,USA,AMERICA,0,6.0
Site 198,20.0,USA,AMERICA,0,198.0
Site 199,6.0,USA,AMERICA,0,35.0
Site 20,4.0,JPN,ASIA,0,12.0
Site 200,8.0,USA,AMERICA,0,76.0
Site 201,8.0,USA,AMERICA,0,9.0
Site 202,19.0,USA,AMERICA,0,61.0
Site 203,1.0,USA,AMERICA,0,0.0
Site 204,6.0,USA,AMERICA,0,12.0
Site 205,4.0,USA,AMERICA,0,17.0
Site 206,20.0,USA,AMERICA,0,104.0
Site 207,10.0,USA,AMERICA,0,136.0
Site 208,4.0,USA,AMERICA,0,39.0
Site 209,4.0,USA,AMERICA,0,23.0
Site 210,6.0,USA,AMERICA,0,8.0
Site 211,14.0,USA,AMERICA,0,156.0
Site 212,14.0,USA,AMERICA,0,202.0
Site 213,7.0,USA,AMERICA,0,31.0
Site 214,2.0,USA,AMERICA,0,18.0
Site 215,27.0,USA,AMERICA,0,186.0
Site 216,11.0,USA,AMERICA,0,60.0
Site 217,7.0,USA,AMERICA,0,31.0
Site 218,8.0,USA,AMERICA,0,51.0
Site 219,2.0,USA,AMERICA,0,55.0
Site 22,6.0,JPN,ASIA,0,9.0
Site 220,2.0,USA,AMERICA,0,0.0
Site 221,9.0,USA,AMERICA,0,79.0
Site 222,9.0,USA,AMERICA,0,53.0
Site 223,2.0,USA,AMERICA,0,0.0
Site 224,9.0,USA,AMERICA,0,168.0
Site 225,11.0,USA,AMERICA,0,64.0
Site 226,4.0,USA,AMERICA,0,11.0
Site 227,2.0,USA,AMERICA,0,3.0
Site 228,10.0,USA,AMERICA,0,95.0
Site 229,10.0,USA,AMERICA,0,29.0
Site 230,4.0,USA,AMERICA,0,31.0
Site 231,18.0,USA,AMERICA,0,37.0
Site 232,1.0,USA,AMERICA,0,0.0
Site 233,2.0,USA,AMERICA,0,17.0
Site 234,5.0,USA,AMERICA,0,59.0
Site 235,10.0,USA,AMERICA,0,28.0
Site 236,26.0,USA,AMERICA,0,631.0
Site 237,9.0,USA,AMERICA,0,8.0
Site 238,12.0,USA,AMERICA,0,52.0
Site 239,12.0,USA,AMERICA,0,109.0
Site 240,9.0,USA,AMERICA,0,87.0
Site 241,4.0,USA,AMERICA,0,55.0
Site 242,3.0,USA,AMERICA,0,8.0
Site 243,12.0,USA,AMERICA,0,132.0
Site 244,2.0,USA,AMERICA,0,9.0
Site 245,23.0,USA,AMERICA,0,176.0
Site 246,6.0,USA,AMERICA,0,17.0
Site 247,3.0,USA,AMERICA,0,6.0
Site 248,3.0,USA,AMERICA,0,0.0
Site 249,2.0,USA,AMERICA,0,88.0
Site 25,6.0,USA,AMERICA,0,1.0
Site 250,7.0,USA,AMERICA,0,45.0
Site 251,10.0,USA,AMERICA,0,29.0
Site 252,7.0,USA,AMERICA,0,140.0
Site 253,5.0,USA,AMERICA,0,8.0
Site 254,5.0,USA,AMERICA,0,84.0
Site 255,18.0,USA,AMERICA,0,107.0
Site 256,4.0,USA,AMERICA,0,9.0
Site 257,3.0,USA,AMERICA,0,42.0
Site 258,7.0,USA,AMERICA,0,199.0
Site 3,19.0,KOR,ASIA,0,71.0
Site 4,19.0,KOR,ASIA,0,25.0
Site 43,9.0,TWN,ASIA,0,43.0
Site 47,11.0,SGP,ASIA,0,91.0
Site 87,35.0,AUT,EMEA,0,153.0
Site 91,13.0,CAN,AMERICA,0,75.0
Site 92,14.0,CAN,AMERICA,0,21.0
