Site ID,query_count,Country,Region,missing_page_count,sae_count
Site 1957,1,USA,AMERICA,0,0.0
Site 1958,1,USA,AMERICA,0,0.0
Site 1960,6,USA,AMERICA,0,2.0
Site 1981,13,SVN,EMEA,0,1.0
Site 2,6,ARG,AMERICA,0,1.0
Site 2184,2,DEU,EMEA,0,0.0
Site 2188,14,RUS,EMEA,0,0.0
Site 2192,6,CHN,ASIA,0,1.0
Site 2193,32,CHN,ASIA,0,1.0
Site 2194,20,CHN,ASIA,0,3.0
Site 2195,2,CHN,ASIA,0,0.0
Site 2196,4,CHN,ASIA,0,0.0
Site 2197,5,CHN,ASIA,0,0.0
Site 2198,3,CHN,ASIA,0,0.0
Site 2199,5,CHN,ASIA,0,0.0
Site 2200,2,CHN,ASIA,0,0.0
Site 2201,1,CHN,ASIA,0,0.0
Site 2202,8,CHN,ASIA,0,7.0
Site 2203,1,CHN,ASIA,0,0.0
Site 2204,3,CHN,ASIA,0,0.0
Site 2205,1,CHN,ASIA,0,0.0
Site 2206,3,DEU,EMEA,0,0.0
Site 2207,4,DEU,EMEA,0,0.0
Site 2208,2,JPN,ASIA,0,0.0
Site 2209,1,JPN,ASIA,0,0.0
Site 2210,3,JPN,ASIA,0,0.0
Site 2211,2,MEX,AMERICA,0,0.0
Site 2212,2,TWN,ASIA,0,0.0
Site 2213,9,THA,ASIA,0,1.0
Site 2214,13,THA,ASIA,0,0.0
Site 2215,5,THA,ASIA,0,0.0
Site 2216,5,THA,ASIA,0,0.0
Site 2217,4,THA,ASIA,0,0.0
Site 2218,5,TUR,EMEA,0,1.0
Site 2219,26,TUR,EMEA,0,6.0
Site 2220,14,TUR,EMEA,0,2.0
Site 2221,30,TUR,EMEA,0,3.0
Site 2222,9,TUR,EMEA,0,0.0
Site 2223,2,TUR,EMEA,0,0.0
Site 2224,18,TUR,EMEA,0,3.0
Site 2225,8,TUR,EMEA,0,1.0
Site 2226,2,TUR,EMEA,0,0.0
Site 2227,3,GBR,EMEA,0,0.0
Site 2228,4,GBR,EMEA,0,0.0
Site 2229,3,GBR,EMEA,0,1.0
Site 2230,6,GBR,EMEA,0,0.0
Site 2231,5,GBR,EMEA,0,1.0
Site 2232,17,USA,AMERICA,0,1.0
Site 2233,3,USA,AMERICA,0,0.0
Site 2234,2,USA,AMERICA,0,0.0
Site 2235,1,USA,AMERICA,0,0.0
Site 2236,1,USA,AMERICA,0,0.0
Site 2237,5,USA,AMERICA,0,1.0
Site 2238,8,USA,AMERICA,0,0.0
Site 2239,2,USA,AMERICA,0,0.0
Site 2240,7,USA,AMERICA,0,0.0
Site 2241,6,USA,AMERICA,0,0.0
Site 2242,2,USA,AMERICA,0,0.0
Site 2243,9,USA,AMERICA,0,0.0
Site 2244,1,USA,AMERICA,0,0.0
Site 2245,5,USA,AMERICA,0,0.0
Site 2246,3,USA,AMERICA,0,0.0
Site 2247,10,USA,AMERICA,0,2.0
Site 2248,4,USA,AMERICA,0,0.0
Site 2249,1,USA,AMERICA,0,0.0
Site 2250,7,USA,AMERICA,0,0.0
Site 2251,2,USA,AMERICA,0,8.0
Site 2252,8,USA,AMERICA,0,2.0
Site 2253,6,USA,AMERICA,0,0.0
Site 2254,5,ZAF,EMEA,0,1.0
Site 29,3,ARG,AMERICA,0,0.0
Site 3,7,ARG,AMERICA,0,1.0
Site 30,7,ARG,AMERICA,0,0.0
Site 31,1,ARG,AMERICA,0,0.0
Site 323,6,VNM,ASIA,0,1.0
Site 351,4,SWE,EMEA,0,0.0
Site 353,4,ISR,EMEA,0,2.0
Site 360,3,FRA,EMEA,0,0.0
Site 361,3,FRA,EMEA,0,3.0
Site 362,2,FRA,EMEA,0,0.0
Site 417,8,DEU,EMEA,0,0.0
Site 419,13,DEU,EMEA,0,1.0
Site 420,2,DEU,EMEA,0,0.0
Site 422,4,DEU,EMEA,0,0.0
Site 423,2,DEU,EMEA,0,0.0
Site 424,3,DEU,EMEA,0,0.0
Site 464,5,ITA,EMEA,0,0.0
Site 466,6,AUS,ASIA,0,2.0
Site 467,4,AUS,ASIA,0,1.0
Site 468,1,AUS,ASIA,0,0.0
Site 469,13,BRA,AMERICA,0,1.0
Site 47,8,AUS,ASIA,0,1.0
Site 475,15,CZE,EMEA,0,1.0
Site 479,2,DNK,EMEA,0,0.0
Site 48,11,BEL,EMEA,0,2.0
Site 480,8,DNK,EMEA,0,2.0
Site 49,6,BEL,EMEA,0,0.0
Site 5,2,CAN,AMERICA,0,2.0
Site 50,10,BEL,EMEA,0,7.0
Site 504,8,DEU,EMEA,0,4.0
Site 507,8,DEU,EMEA,0,0.0
Site 508,7,DEU,EMEA,0,2.0
Site 509,8,IND,ASIA,0,0.0
Site 510,8,IND,ASIA,0,2.0
Site 512,1,ISR,EMEA,0,0.0
Site 518,12,MYS,ASIA,0,1.0
Site 521,4,NOR,EMEA,0,0.0
Site 525,5,RUS,EMEA,0,0.0
Site 526,5,RUS,EMEA,0,0.0
Site 529,2,ESP,EMEA,0,0.0
Site 530,4,ESP,EMEA,0,0.0
Site 567,5,DEU,EMEA,0,0.0
Site 575,9,KOR,ASIA,0,0.0
Site 586,1,SWE,EMEA,0,0.0
Site 588,10,TWN,ASIA,0,0.0
Site 589,19,TWN,ASIA,0,0.0
Site 590,4,TWN,ASIA,0,1.0
Site 592,7,TWN,ASIA,0,0.0
Site 598,5,SGP,ASIA,0,1.0
Site 6,1,CAN,AMERICA,0,0.0
Site 61,21,CHN,ASIA,0,7.0
Site 62,10,CHN,ASIA,0,1.0
Site 63,23,CHN,ASIA,0,0.0
Site 65,8,CHN,ASIA,0,22.0
Site 66,10,CHN,ASIA,0,0.0
Site 67,17,CHN,ASIA,0,7.0
Site 68,8,CHN,ASIA,0,0.0
Site 69,4,CHN,ASIA,0,0.0
Site 7,16,COL,AMERICA,0,0.0
Site 70,18,CHN,ASIA,0,1.0
Site 71,12,CHN,ASIA,0,7.0
Site 72,10,CHN,ASIA,0,15.0
Site 73,6,CHN,ASIA,0,8.0
Site 75,12,CHN,ASIA,0,0.0
Site 776,5,DNK,EMEA,0,0.0
Site 777,4,DNK,EMEA,0,0.0
Site 778,1,FIN,EMEA,0,0.0
Site 780,10,ISR,EMEA,0,7.0
Site 781,4,KOR,ASIA,0,1.0
Site 783,9,KOR,ASIA,0,0.0
Site 784,8,KOR,ASIA,0,2.0
Site 785,3,KOR,ASIA,0,0.0
Site 79,20,COL,AMERICA,0,1.0
Site 801,5,DEU,EMEA,0,1.0
Site 806,5,IND,ASIA,0,0.0
Site 846,2,JPN,ASIA,0,0.0
Site 847,2,JPN,ASIA,0,0.0
Site 848,5,JPN,ASIA,0,8.0
Site 852,10,JPN,ASIA,0,0.0
Site 854,3,JPN,ASIA,0,0.0
Site 857,3,JPN,ASIA,0,0.0
Site 859,9,KOR,ASIA,0,0.0
Site 860,7,KOR,ASIA,0,0.0
Site 861,4,KOR,ASIA,0,0.0
Site 862,2,KOR,ASIA,0,0.0
Site 863,5,KOR,ASIA,0,0.0
Site 873,4,NOR,EMEA,0,0.0
Site 923,5,USA,AMERICA,0,0.0
Site 924,3,USA,AMERICA,0,0.0
Site 926,9,USA,AMERICA,0,0.0
Site 929,1,USA,AMERICA,0,0.0
Site 932,5,USA,AMERICA,0,0.0
Site 933,3,USA,AMERICA,0,0.0
Site 937,7,USA,AMERICA,0,0.0
Site 939,4,USA,AMERICA,0,0.0
Site 941,3,USA,AMERICA,0,0.0
Site 942,1,USA,AMERICA,0,0.0
Site 943,10,USA,AMERICA,0,0.0
Site 945,8,USA,AMERICA,0,0.0
Site 954,5,USA,AMERICA,0,8.0
Site 955,1,USA,AMERICA,0,0.0
Site 958,2,USA,AMERICA,0,0.0
Site 995,5,CHL,AMERICA,0,0.0
